id,seed,leader,colour,value,drones
52,31f76dbc-a5d9-4270-bd78-7dd1f7f13972,Keliv,0,0.669,"[{""seed"":""31f76dbc-a5d9-4270-bd78-7dd1f7f13972"",""name"":""Keliv"",""weapon"":3,""gimbal"":5,""steering"":1,""thruster"":3,""chassis"":1,""scanner"":3,""colour"":0,""skewMod"":0,""skew"":1,""value"":""0.667"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.333"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.667""},{""seed"":""31f76dbc-a5d9-4270-bd78-7dd1f7f13972"",""name"":""Vunides v48.14"",""weapon"":2,""gimbal"":2,""steering"":2,""thruster"":0,""chassis"":3,""scanner"":5,""colour"":0,""skewMod"":0,""skew"":1,""value"":""0.600"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.500"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.500"",""scannerNormal"":""1.000""},{""seed"":""31f76dbc-a5d9-4270-bd78-7dd1f7f13972"",""name"":""Zorilia"",""weapon"":2,""gimbal"":0,""steering"":5,""thruster"":2,""chassis"":4,""scanner"":0,""colour"":0,""skewMod"":0,""skew"":1,""value"":""0.589"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""1.000"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.167""},{""seed"":""31f76dbc-a5d9-4270-bd78-7dd1f7f13972"",""name"":""Voyama Mk XXIII"",""weapon"":0,""gimbal"":2,""steering"":2,""thruster"":1,""chassis"":3,""scanner"":5,""colour"":0,""skewMod"":0,""skew"":1,""value"":""0.567"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.500"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.500"",""scannerNormal"":""1.000""},{""seed"":""31f76dbc-a5d9-4270-bd78-7dd1f7f13972"",""name"":""Qustea"",""weapon"":3,""gimbal"":1,""steering"":1,""thruster"":3,""chassis"":1,""scanner"":0,""colour"":0,""skewMod"":0,""skew"":1,""value"":""0.472"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.333"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.167""},{""seed"":""31f76dbc-a5d9-4270-bd78-7dd1f7f13972"",""name"":""Zetania"",""weapon"":0,""gimbal"":3,""steering"":3,""thruster"":3,""chassis"":0,""scanner"":0,""colour"":0,""skewMod"":0,""skew"":1,""value"":""0.450"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.667"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""}]"
53,ee35e552-984b-489b-a25d-ecc293541893,Sonus,4,0.746,"[{""seed"":""ee35e552-984b-489b-a25d-ecc293541893"",""name"":""Sonus"",""weapon"":4,""gimbal"":3,""steering"":3,""thruster"":4,""chassis"":4,""scanner"":4,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.861"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.833""},{""seed"":""ee35e552-984b-489b-a25d-ecc293541893"",""name"":""Humia v2.33"",""weapon"":3,""gimbal"":4,""steering"":0,""thruster"":4,""chassis"":2,""scanner"":3,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.678"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.167"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.667""},{""seed"":""ee35e552-984b-489b-a25d-ecc293541893"",""name"":""Jazuno Mk XCII"",""weapon"":3,""gimbal"":2,""steering"":4,""thruster"":2,""chassis"":1,""scanner"":2,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.605"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.833"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.500""},{""seed"":""ee35e552-984b-489b-a25d-ecc293541893"",""name"":""Jaruta"",""weapon"":3,""gimbal"":3,""steering"":3,""thruster"":2,""chassis"":0,""scanner"":3,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.600"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.667"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.667""},{""seed"":""ee35e552-984b-489b-a25d-ecc293541893"",""name"":""Vastea"",""weapon"":2,""gimbal"":0,""steering"":1,""thruster"":2,""chassis"":4,""scanner"":1,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.505"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.333"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""},{""seed"":""ee35e552-984b-489b-a25d-ecc293541893"",""name"":""Gonia"",""weapon"":0,""gimbal"":0,""steering"":1,""thruster"":2,""chassis"":2,""scanner"":5,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.483"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.167"",""scannerNormal"":""1.000""}]"
54,b3a2f656-6576-4c92-877b-8f90c5e529c4,Iunus,3,0.645,"[{""seed"":""b3a2f656-6576-4c92-877b-8f90c5e529c4"",""name"":""Iunus"",""weapon"":1,""gimbal"":5,""steering"":5,""thruster"":0,""chassis"":1,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.667"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.200"",""steeringNormal"":""1.000"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""b3a2f656-6576-4c92-877b-8f90c5e529c4"",""name"":""Genus Mk X"",""weapon"":2,""gimbal"":1,""steering"":3,""thruster"":3,""chassis"":4,""scanner"":0,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.595"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.167""},{""seed"":""b3a2f656-6576-4c92-877b-8f90c5e529c4"",""name"":""Jonerth"",""weapon"":3,""gimbal"":1,""steering"":2,""thruster"":2,""chassis"":2,""scanner"":3,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.583"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.500"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.667""},{""seed"":""b3a2f656-6576-4c92-877b-8f90c5e529c4"",""name"":""Ruwei v23.86"",""weapon"":2,""gimbal"":1,""steering"":2,""thruster"":2,""chassis"":4,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.561"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.500"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.333""},{""seed"":""b3a2f656-6576-4c92-877b-8f90c5e529c4"",""name"":""Baria"",""weapon"":2,""gimbal"":1,""steering"":3,""thruster"":0,""chassis"":1,""scanner"":3,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.478"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.667"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.667""},{""seed"":""b3a2f656-6576-4c92-877b-8f90c5e529c4"",""name"":""Vothea"",""weapon"":0,""gimbal"":1,""steering"":0,""thruster"":1,""chassis"":2,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.339"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.333""}]"
55,0b83cef3-6834-430f-85fe-d251ef7fa28b,Xuliv,3,0.682,"[{""seed"":""0b83cef3-6834-430f-85fe-d251ef7fa28b"",""name"":""Xuliv"",""weapon"":4,""gimbal"":3,""steering"":5,""thruster"":1,""chassis"":4,""scanner"":0,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.706"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.400"",""steeringNormal"":""1.000"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""},{""seed"":""0b83cef3-6834-430f-85fe-d251ef7fa28b"",""name"":""Juliv"",""weapon"":4,""gimbal"":5,""steering"":0,""thruster"":3,""chassis"":0,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.695"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""0b83cef3-6834-430f-85fe-d251ef7fa28b"",""name"":""Sehines"",""weapon"":3,""gimbal"":5,""steering"":1,""thruster"":1,""chassis"":2,""scanner"":4,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.661"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.833""},{""seed"":""0b83cef3-6834-430f-85fe-d251ef7fa28b"",""name"":""Qoyama"",""weapon"":4,""gimbal"":4,""steering"":0,""thruster"":0,""chassis"":0,""scanner"":2,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.483"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.500""},{""seed"":""0b83cef3-6834-430f-85fe-d251ef7fa28b"",""name"":""Vothea"",""weapon"":0,""gimbal"":1,""steering"":1,""thruster"":4,""chassis"":2,""scanner"":0,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.439"",""weaponNormal"":""0.200"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.167""},{""seed"":""0b83cef3-6834-430f-85fe-d251ef7fa28b"",""name"":""Keclite"",""weapon"":0,""gimbal"":4,""steering"":0,""thruster"":3,""chassis"":1,""scanner"":0,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.428"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.167"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.167""}]"
56,15d69732-d847-4933-ae36-93c54e1d7481,Derilia,2,0.670,"[{""seed"":""15d69732-d847-4933-ae36-93c54e1d7481"",""name"":""Derilia"",""weapon"":1,""gimbal"":5,""steering"":2,""thruster"":4,""chassis"":3,""scanner"":0,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.644"",""weaponNormal"":""0.400"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.500"",""chassisNormal"":""0.800"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.167""},{""seed"":""15d69732-d847-4933-ae36-93c54e1d7481"",""name"":""Ganerth"",""weapon"":4,""gimbal"":2,""steering"":1,""thruster"":4,""chassis"":3,""scanner"":0,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.633"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.167""},{""seed"":""15d69732-d847-4933-ae36-93c54e1d7481"",""name"":""Junia v44.39"",""weapon"":0,""gimbal"":2,""steering"":0,""thruster"":4,""chassis"":4,""scanner"":3,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.589"",""weaponNormal"":""0.200"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.167"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""15d69732-d847-4933-ae36-93c54e1d7481"",""name"":""Quvis"",""weapon"":3,""gimbal"":0,""steering"":4,""thruster"":3,""chassis"":0,""scanner"":3,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.578"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.833"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.667""},{""seed"":""15d69732-d847-4933-ae36-93c54e1d7481"",""name"":""Bovis Mk LXXV"",""weapon"":4,""gimbal"":2,""steering"":0,""thruster"":1,""chassis"":0,""scanner"":2,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.461"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.500""},{""seed"":""15d69732-d847-4933-ae36-93c54e1d7481"",""name"":""Zuthea v22.55"",""weapon"":0,""gimbal"":3,""steering"":3,""thruster"":0,""chassis"":2,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.445"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.667"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.333""}]"
57,247ea93d-4034-40bd-8f8d-fa56d3195a9d,Funus,2,0.702,"[{""seed"":""247ea93d-4034-40bd-8f8d-fa56d3195a9d"",""name"":""Funus"",""weapon"":4,""gimbal"":1,""steering"":1,""thruster"":4,""chassis"":2,""scanner"":5,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.711"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""1.000""},{""seed"":""247ea93d-4034-40bd-8f8d-fa56d3195a9d"",""name"":""Varilia"",""weapon"":4,""gimbal"":5,""steering"":0,""thruster"":1,""chassis"":1,""scanner"":5,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.661"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""247ea93d-4034-40bd-8f8d-fa56d3195a9d"",""name"":""Horus"",""weapon"":4,""gimbal"":4,""steering"":2,""thruster"":0,""chassis"":4,""scanner"":0,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.617"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.500"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.167""},{""seed"":""247ea93d-4034-40bd-8f8d-fa56d3195a9d"",""name"":""Lobos"",""weapon"":2,""gimbal"":1,""steering"":2,""thruster"":2,""chassis"":3,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.528"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.500"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.333""},{""seed"":""247ea93d-4034-40bd-8f8d-fa56d3195a9d"",""name"":""Wurilia"",""weapon"":3,""gimbal"":0,""steering"":4,""thruster"":2,""chassis"":0,""scanner"":2,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.517"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.833"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.500""},{""seed"":""247ea93d-4034-40bd-8f8d-fa56d3195a9d"",""name"":""Xoria"",""weapon"":0,""gimbal"":5,""steering"":1,""thruster"":3,""chassis"":0,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.478"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.333"",""chassisNormal"":""0.200"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.333""}]"
58,60e6b9bf-11ee-45ce-9048-e62b218e5ae4,Heturn,4,0.783,"[{""seed"":""60e6b9bf-11ee-45ce-9048-e62b218e5ae4"",""name"":""Heturn"",""weapon"":3,""gimbal"":4,""steering"":5,""thruster"":4,""chassis"":1,""scanner"":4,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.811"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""1.000"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.833""},{""seed"":""60e6b9bf-11ee-45ce-9048-e62b218e5ae4"",""name"":""Xuclite"",""weapon"":2,""gimbal"":2,""steering"":3,""thruster"":4,""chassis"":4,""scanner"":4,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.767"",""weaponNormal"":""0.600"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.833""},{""seed"":""60e6b9bf-11ee-45ce-9048-e62b218e5ae4"",""name"":""Tuphus"",""weapon"":0,""gimbal"":2,""steering"":4,""thruster"":4,""chassis"":3,""scanner"":3,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.667"",""weaponNormal"":""0.200"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.833"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""60e6b9bf-11ee-45ce-9048-e62b218e5ae4"",""name"":""Rapra"",""weapon"":1,""gimbal"":1,""steering"":5,""thruster"":3,""chassis"":2,""scanner"":3,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.633"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""1.000"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.667""},{""seed"":""60e6b9bf-11ee-45ce-9048-e62b218e5ae4"",""name"":""Pupra"",""weapon"":4,""gimbal"":4,""steering"":0,""thruster"":2,""chassis"":1,""scanner"":3,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.611"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.167"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.667""},{""seed"":""60e6b9bf-11ee-45ce-9048-e62b218e5ae4"",""name"":""Qunerth"",""weapon"":2,""gimbal"":3,""steering"":1,""thruster"":0,""chassis"":2,""scanner"":0,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.428"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""}]"
59,7194d85d-0c6b-4d83-85b7-e47270482c65,Pazuno,3,0.673,"[{""seed"":""7194d85d-0c6b-4d83-85b7-e47270482c65"",""name"":""Pazuno"",""weapon"":3,""gimbal"":5,""steering"":3,""thruster"":2,""chassis"":4,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.845"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""7194d85d-0c6b-4d83-85b7-e47270482c65"",""name"":""Yaruta"",""weapon"":4,""gimbal"":4,""steering"":1,""thruster"":0,""chassis"":3,""scanner"":4,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.667"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.333"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.833""},{""seed"":""7194d85d-0c6b-4d83-85b7-e47270482c65"",""name"":""Ieter"",""weapon"":3,""gimbal"":2,""steering"":5,""thruster"":4,""chassis"":0,""scanner"":2,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.667"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""1.000"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.500""},{""seed"":""7194d85d-0c6b-4d83-85b7-e47270482c65"",""name"":""Duhiri Mk XXXII"",""weapon"":2,""gimbal"":0,""steering"":1,""thruster"":4,""chassis"":0,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.439"",""weaponNormal"":""0.600"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""},{""seed"":""7194d85d-0c6b-4d83-85b7-e47270482c65"",""name"":""Xunope"",""weapon"":3,""gimbal"":0,""steering"":2,""thruster"":1,""chassis"":0,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.400"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.500"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""},{""seed"":""7194d85d-0c6b-4d83-85b7-e47270482c65"",""name"":""Secarro Mk XXXI"",""weapon"":0,""gimbal"":0,""steering"":0,""thruster"":2,""chassis"":2,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.345"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.167"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""}]"
60,2b310e81-b13c-42c8-aea1-56daeda5f5d2,Ruter Mk I,2,0.706,"[{""seed"":""2b310e81-b13c-42c8-aea1-56daeda5f5d2"",""name"":""Ruter Mk I"",""weapon"":3,""gimbal"":4,""steering"":2,""thruster"":4,""chassis"":2,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.678"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.500"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.333""},{""seed"":""2b310e81-b13c-42c8-aea1-56daeda5f5d2"",""name"":""Peturn"",""weapon"":4,""gimbal"":5,""steering"":2,""thruster"":3,""chassis"":1,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.672"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.500"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.333""},{""seed"":""2b310e81-b13c-42c8-aea1-56daeda5f5d2"",""name"":""Qorus"",""weapon"":4,""gimbal"":4,""steering"":3,""thruster"":1,""chassis"":1,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.606"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.667"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.333""},{""seed"":""2b310e81-b13c-42c8-aea1-56daeda5f5d2"",""name"":""Cucarro v37.25"",""weapon"":4,""gimbal"":3,""steering"":1,""thruster"":4,""chassis"":0,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.589"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.333""},{""seed"":""2b310e81-b13c-42c8-aea1-56daeda5f5d2"",""name"":""Zehines"",""weapon"":1,""gimbal"":5,""steering"":0,""thruster"":2,""chassis"":3,""scanner"":1,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.550"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.167"",""chassisNormal"":""0.800"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.333""},{""seed"":""2b310e81-b13c-42c8-aea1-56daeda5f5d2"",""name"":""Bonia"",""weapon"":1,""gimbal"":2,""steering"":1,""thruster"":4,""chassis"":0,""scanner"":0,""colour"":2,""skewMod"":0,""skew"":1,""value"":""0.433"",""weaponNormal"":""0.400"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.167""}]"
61,34854dd3-29c3-4e3d-b485-669efa30da4e,Pegawa,4,0.692,"[{""seed"":""34854dd3-29c3-4e3d-b485-669efa30da4e"",""name"":""Pegawa"",""weapon"":4,""gimbal"":3,""steering"":5,""thruster"":2,""chassis"":3,""scanner"":4,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.817"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.600"",""steeringNormal"":""1.000"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.833""},{""seed"":""34854dd3-29c3-4e3d-b485-669efa30da4e"",""name"":""Jaturn"",""weapon"":4,""gimbal"":1,""steering"":3,""thruster"":0,""chassis"":2,""scanner"":5,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.633"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.667"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""1.000""},{""seed"":""34854dd3-29c3-4e3d-b485-669efa30da4e"",""name"":""Sehines"",""weapon"":0,""gimbal"":5,""steering"":0,""thruster"":1,""chassis"":4,""scanner"":4,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.600"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""1.000"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.833""},{""seed"":""34854dd3-29c3-4e3d-b485-669efa30da4e"",""name"":""Lacarro"",""weapon"":1,""gimbal"":0,""steering"":2,""thruster"":1,""chassis"":4,""scanner"":4,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.550"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.500"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.833""},{""seed"":""34854dd3-29c3-4e3d-b485-669efa30da4e"",""name"":""Iostea Mk LVIII"",""weapon"":4,""gimbal"":0,""steering"":1,""thruster"":0,""chassis"":2,""scanner"":2,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.467"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.500""},{""seed"":""34854dd3-29c3-4e3d-b485-669efa30da4e"",""name"":""Nalia"",""weapon"":1,""gimbal"":1,""steering"":0,""thruster"":2,""chassis"":0,""scanner"":3,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.395"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.667""}]"
