number,squadron,wld,matches,matchPoints,games,gamePoints,initialByes,byes,matchWinPercentageMTG,gameWinPercentage,opponents
#0149,Futurn Mk LXXIX,"w,w,w,w,l,l,w,w,l",9,18,27,45,0,0,0.667,0.556,"Quwei,Foter,Fuwei,Rugawa,Wanope,Koturn,Wonus,Ronus v28.11,Decarro"
#0036,Tenia,"w,l,w,l,w,w,l,w",8,15,24,42,0,0,0.625,0.583,"Qater,Negantu,Kunope,Koturn,Later,Quwei,Hunus v28.9,Humia"
#0020,Humia,"w,l,l,w,w,w,l,l",8,12,24,33,0,0,0.500,0.458,"Futis,Danov,Juzuno v16.41,Rozuno,Nonia,Cotania,Xetune,Tenia"
#0049,Ronus v28.11,"l,l,w,w,w,w,w,l",8,15,24,45,0,0,0.625,0.625,"Keclite,Nanov,Selia,Lethea Mk XCVII,Tepra,Wuter Mk XVII,Juzuno v16.41,Futurn Mk LXXIX"
#0118,Pucarro,"w,w,l,w,w,w,l,l",8,15,24,42,0,0,0.625,0.583,"Qustea,Muhiri v31.23,Wanope,Later,Nunerth,Matania,Huyama,Hunus v28.9"
#0046,Henerth Mk VIII,"l,l,w,l,l,l,w,l",8,6,24,24,0,0,0.330,0.333,"Later,Cethea,Futis,Juter Mk LXVII,Zuter,Xulia,Fabos,Relia v12.42"
#0017,Wonus,"w,w,l,w,l,w,l,w",8,15,24,51,0,0,0.625,0.708,"Turilia v28.53,Koturn,Xetune,Vathea,Matania,Buwei,Futurn Mk LXXIX,Honov"
#0123,Fatera,"w,l,l,w,l,w,w,l",8,12,24,39,0,0,0.500,0.542,"Qaturn,Nuthea,Jenides,Peturn,Pucury v46.28,Ferilia,Nostea,Zostea"
#0005,Cotania,"w,l,l,l,w,l,w,l",8,9,24,18,0,0,0.375,0.330,"Megantu,Wanope,Doyama Mk VII,Yolia v39.2,Relia v12.42,Humia,Nehiri,Manope Mk XXXVII"
#0042,Potera,"l,w,l,l,l,l,w,w",8,9,24,36,0,0,0.375,0.500,"Fabos,Pecury,Honov,Megantu,Guthea,Dovis v46.22,Xocury,Wuwei v12.30"
#0003,Tubos,"w,l,l,w,w,l,w,l",8,12,24,36,0,0,0.500,0.500,"Nunerth,Yolia v39.2,Secarro,Relia v12.42,Nutera,Cethea,Sophus,Durus v12.47"
#0104,Nutera,"l,l,w,w,l,l,l,l",8,6,24,24,0,0,0.330,0.333,"Wunus,Ferilia,Yutera Mk LXXXIV,Iuzuno,Tubos,Xotune v29.73,Foter,Selia"
#0133,Felea,"w,w,w,w,w,w,l,w,w,l",10,24,30,63,0,0,0.800,0.700,"Xotune v29.73,Lethea Mk XCVII,Lanus,Negantu,Keclite,Huyama,Ianov,Wustea Mk LXXXVI,Wanope,Sulara v35.90"
#0015,Honov,"w,l,w,l,l,w,w,l",8,12,24,33,0,0,0.500,0.458,"Fucury,Logawa,Potera,Herilia v14.82,Qalea,Megantu,Guthea,Wonus"
#0113,Kunope,"w,l,l,w,w,w,l,w",8,15,24,48,0,0,0.625,0.667,"Juzuno v16.41,Ioliv,Tenia,Wahiri Mk LXXIV,Nostea,Zoclite,Fuwei,Iutov"
#0011,Wuwei v12.30,"w,l,l,l,l,l,w,l",8,6,24,15,0,0,0.330,0.330,"Xocury,Iutov,Quwei,Qewei,Qunus,Qewei Mk XCV,Yestea,Potera"
#0063,Logawa,"w,w,l,w,l,w,l,w",8,15,24,36,0,0,0.625,0.500,"Peturn,Honov,Doruta,Lanus,Iavis v40.72,Durus v12.47,Yenus,Pucury v46.28"
#0124,Fanov v33.40,"l,w,l,w,w,w,w,w",8,18,24,54,0,0,0.750,0.750,"Wustea Mk LXXXVI,Ienov,Xunus Mk XII,Bonope,Jenides,Qalea,Tetune,Xetune"
#0139,Konus Mk LVIII,"l,l,l,l,w,w,w,l",8,9,24,33,0,0,0.375,0.458,"Ioliv,Qewei,Peturn,Fucury,Iunus v35.24,Fabos,Quphus,Sophus"
#0125,Soter v3.44,"l,w,l,l,w,l,w,w",8,12,24,45,0,0,0.500,0.625,"Muhiri v31.23,Xocury,Tuvis,Xotune v29.73,Vophus,Selea,Later,Halea v22.63"
#0030,Yenus,"w,w,l,w,w,l,w,w,w,w,l",11,24,33,69,0,0,0.727,0.697,"Guthea,Sophus,Wustea Mk LXXXVI,Julea,Secarro,Doruta,Logawa,Rugawa,Tewei v11.69,Fuwei,Huyama"
