number,squadron,wld,matches,matchPoints,games,gamePoints,initialByes,byes,matchWinPercentageMTG,gameWinPercentage,opponents
#0143,Ronope Mk LXVIII,"l,w,w,w,l,l,w,l",8,12,24,33,0,0,0.500,0.458,"Getis,Nonia,Qustea,Dayama,Jatania,Ferilia,Nostea,Fatera"
#0136,Tuvis,"w,l,w,w,w,w,l,l",8,15,24,42,0,0,0.625,0.583,"Rozuno,Yolia v39.2,Iunus v35.24,Juzuno v16.41,Selea,Tenia,Felea,Haruta Mk XLIX"
#0087,Doyama Mk VII,"w,w,l,w,w,l,w,w,l",9,18,27,54,0,0,0.667,0.667,"Funerth,Dayama,Danov,Xocury,Fupra,Rugawa,Logawa,Waria v41.6,Ianov"
#0053,Zostea,"w,l,w,w,l,w,l,w",8,15,24,48,0,0,0.625,0.667,"Nanov,Decarro,Jenides,Cotania,Kunope,Wahiri Mk LXXIV,Waria v41.6,Tenia"
#0146,Yonia,"l,w,l,l,w,w,w,l",8,12,24,33,0,0,0.500,0.458,"Zuter,Pecury,Yenus,Yutania,Lethea Mk XCVII,Tonides,Konus Mk LVIII,Guthea"
#0081,Wustea Mk LXXXVI,"w,w,w,w,l,w,w,w,l",9,21,27,57,0,0,0.778,0.704,"Xaturn,Tetune,Felea,Yayama,Huyama,Decarro,Doruta,Ianov,Huyama"
#0089,Lanus,"w,l,w,l,w,w,l,w",8,15,24,42,0,0,0.625,0.583,"Qewei Mk XCV,Yayama,Quwei,Haruta Mk XLIX,Nalea v36.5,Turilia v28.53,Secarro,Yutania"
#0073,Vophus,"l,l,l,l,l,w,w,w",8,9,24,27,0,0,0.375,0.375,"Cuvis,Wuwei v12.30,Suria Mk XCVII,Dovis v46.22,Henerth Mk VIII,Futer,Pecury,Xocury"
#0093,Megantu,"l,w,l,l,l,w,l,l",8,6,24,27,0,0,0.330,0.375,"Ferilia,Lacarro,Honov,Nutera,Tonides,Pecury,Relia v12.42,Later"
#0008,Tepra,"l,w,l,l,l,l,w,w",8,9,24,33,0,0,0.375,0.458,"Qaturn,Manope Mk XXXVII,Vathea,Qewei,Suria Mk XCVII,Lethea Mk XCVII,Nehiri,Sugantu"
#0003,Tubos,"w,l,l,l,w,l,w,l",8,9,24,27,0,0,0.375,0.375,"Bowei,Ferilia,Rugawa,Matania,Potera,Quwei,Iunus v35.24,Nanov"
#0126,Wanus v30.81,"l,w,w,l,l,w,l,l",8,9,24,30,0,0,0.375,0.417,"Zoclite,Humia,Sophus,Honov,Qater,Jeliv,Wuter Mk XVII,Tetune"
#0061,Wuturn v18.96,"l,l,l,w,w,w,w,w",8,15,24,39,0,0,0.625,0.542,"Logawa,Funerth,Matania,Relia v12.42,Cethea,Futis,Ioliv,Turilia v28.53"
#0127,Quwei,"w,l,l,l,w,w,l,w",8,12,24,39,0,0,0.500,0.542,"Fucury,Nostea,Lanus,Ronus v28.11,Dovis v46.22,Tubos,Vathea,Getis"
#0142,Nuthea,"w,w,w,l,w,w,w,l,l",9,18,27,54,0,0,0.667,0.667,"Nonia,Yenus,Logawa,Iavis v40.72,Qaturn,Durus v12.47,Keclite,Fanov v33.40,Doruta"
#0011,Wuwei v12.30,"l,w,l,l,l,l,w,w",8,9,24,24,0,0,0.375,0.333,"Iavis v40.72,Vophus,Guthea,Nonia,Huthea,Relia v12.42,Qunus,Peturn"
